subject,stim,rt,choice,conf
11,WL,1210,1,LC
11,LL,1300,1,HC
11,WW,2330,0,HC
11,WL,1280,1,LC
11,WL,1170,1,LC
11,LL,1200,1,HC
11,WL,1130,1,LC
11,WW,1380,0,HC
11,WL,2060,1,LC
11,WL,2270,1,LC
11,WL,2430,0,LC
11,LL,1320,1,HC
11,WW,2330,0,HC
11,WW,1310,0,HC
11,WL,2550,1,LC
11,WL,2440,1,LC
11,LL,1470,1,HC
11,WL,1810,1,LC
11,LL,2640,1,HC
11,WW,2200,0,HC
11,WL,1460,1,LC
11,WW,3070,0,HC
11,WL,1990,0,LC
11,LL,2510,1,HC
11,WL,3120,1,LC
11,WL,1540,1,LC
11,WW,3140,1,HC
11,LL,2410,1,HC
11,WL,2160,1,LC
11,WW,2310,0,HC
11,LL,2670,1,HC
11,WL,2300,1,LC
11,WW,1250,0,HC
11,WL,3080,1,LC
11,WL,2330,1,LC
11,LL,1910,1,HC
11,WL,1770,1,LC
11,WW,2770,1,HC
11,WL,2370,1,LC
11,WW,2690,1,HC
11,LL,1780,1,HC
11,WL,2960,1,LC
11,WL,1250,1,LC
11,LL,1450,1,HC
11,WW,3160,1,HC
11,WL,995,1,LC
11,WW,2210,1,HC
11,WL,2890,1,LC
11,WL,2260,1,LC
11,WL,1030,1,LC
11,LL,2610,0,HC
11,WW,2480,0,HC
11,WL,3000,0,LC
11,WL,1790,1,LC
11,WW,1580,1,HC
11,LL,2730,0,HC
11,WW,1570,0,HC
11,LL,2400,1,HC
11,WL,2560,1,LC
11,WL,2720,1,LC
11,WL,1830,1,LC
11,LL,1570,1,HC
11,WW,2540,0,HC
11,WL,1570,1,LC
11,WW,2620,0,HC
11,WL,1660,1,LC
11,WL,2820,1,LC
11,LL,1840,1,HC
11,WW,2270,0,HC
11,LL,2570,1,HC
11,WL,1290,1,LC
11,WW,1860,1,HC
11,WL,1450,1,LC
11,LL,2000,1,HC
11,WW,1910,0,HC
11,WL,2150,1,LC
11,WL,1580,1,LC
11,WL,1700,1,LC
11,WW,1790,1,HC
11,LL,1740,1,HC
11,WL,1400,1,LC
11,WL,2260,1,LC
11,WL,2120,1,LC
11,WW,2220,0,HC
11,LL,2630,0,HC
11,WL,1220,1,LC
11,WL,1360,1,LC
11,WW,2090,0,HC
11,LL,2760,1,HC
11,LL,2610,1,HC
11,WW,911,1,HC
11,WL,1620,1,LC
11,WL,1220,1,LC
11,WW,2410,1,HC
11,LL,1370,1,HC
11,WL,2010,1,LC
11,WL,2920,0,LC
11,WL,1100,1,LC
11,WW,1780,1,HC
11,LL,1970,1,HC
11,WL,788,1,LC
11,WL,2940,1,LC
11,LL,992,1,HC
11,WL,2890,1,LC
11,WW,2010,0,HC
11,WW,1170,0,HC
11,WL,1110,1,LC
11,WL,1340,1,LC
11,WW,3620,0,HC
11,WL,1640,1,LC
11,LL,1840,0,HC
11,WL,2000,1,LC
11,WL,2430,1,LC
11,LL,2540,0,HC
11,WL,2020,1,LC
11,WW,2300,1,HC
11,WL,1660,1,LC
11,WW,3050,0,HC
11,WL,1790,1,LC
11,LL,2170,0,HC
11,WW,1830,1,HC
11,LL,2700,0,HC
11,WL,1800,1,LC
11,WL,1520,1,LC
11,WL,3220,1,LC
11,WW,1090,1,HC
11,WL,851,1,LC
11,LL,2350,1,HC
11,LL,2230,1,HC
11,WW,809,1,HC
11,WL,1260,1,LC
11,WL,1120,1,LC
11,LL,2120,1,HC
11,WL,1640,1,LC
11,WW,1250,1,HC
11,WL,759,1,LC
12,WW,1570,1,HC
12,WL,1160,1,LC
12,LL,1300,1,HC
12,WL,688,0,LC
12,LL,1010,1,HC
12,WL,1190,1,LC
12,WW,1330,1,HC
12,LL,1380,1,HC
12,WW,883,1,HC
12,WL,877,0,LC
12,WL,2260,1,LC
12,WL,870,0,LC
12,WW,1690,1,HC
12,LL,1130,1,HC
12,WL,1990,1,LC
12,WL,1610,1,LC
12,WW,681,1,HC
12,LL,1950,0,HC
12,WL,1080,1,LC
12,WW,2080,1,HC
12,LL,1660,1,HC
12,WL,1570,1,LC
12,WL,1360,1,LC
12,WL,607,1,LC
12,WW,1140,1,HC
12,LL,1530,1,HC
12,WL,1360,1,LC
12,WL,1070,1,LC
12,WW,1080,1,HC
12,WL,509,1,LC
12,WL,2320,0,LC
12,WW,1330,1,HC
12,LL,3030,0,HC
12,WL,1030,1,LC
12,LL,1010,0,HC
12,WW,2040,1,HC
12,WL,1450,0,LC
12,WL,1740,0,LC
12,WL,1090,1,LC
12,LL,1580,0,HC
12,WW,973,1,HC
12,WW,752,1,HC
12,LL,899,1,HC
12,WL,799,1,LC
12,WL,1660,0,LC
12,LL,1990,0,HC
12,WW,1730,0,HC
12,WL,1560,1,LC
12,WL,1460,1,LC
12,WL,2050,1,LC
12,WL,1090,1,LC
12,LL,1410,0,HC
12,LL,899,0,HC
12,WW,1210,0,HC
12,WL,829,1,LC
12,WL,1390,1,LC
12,WW,1350,0,HC
12,WL,1350,1,LC
12,WL,1180,1,LC
12,WL,2350,1,LC
12,WW,1100,0,HC
12,WL,1620,0,LC
12,LL,2110,1,HC
12,WL,1720,1,LC
12,LL,975,1,HC
12,WW,1830,0,HC
12,WL,1070,1,LC
12,WL,1670,1,LC
12,WW,1360,0,HC
12,LL,1190,1,HC
12,WL,1100,1,LC
12,WW,981,1,HC
12,WL,1180,1,LC
12,LL,950,1,HC
12,WL,911,0,LC
12,WW,2020,1,HC
12,WL,1420,1,LC
12,LL,1400,1,HC
12,WL,1530,1,LC
12,WL,800,1,LC
12,LL,1650,1,HC
12,WW,1520,1,HC
12,WL,693,1,LC
12,WW,1600,1,HC
12,WL,840,1,LC
12,WL,1060,1,LC
12,WL,708,1,LC
12,WW,1340,0,HC
12,LL,1450,1,HC
12,WL,1160,1,LC
12,WL,1720,1,LC
12,WL,983,1,LC
12,LL,2210,1,HC
12,WL,1690,0,LC
12,WL,1000,1,LC
12,WW,490,0,HC
12,LL,1360,0,HC
12,WL,1150,1,LC
12,LL,910,0,HC
12,WL,1470,1,LC
12,WW,915,1,HC
12,WL,517,1,LC
12,WL,950,1,LC
12,WW,671,1,HC
12,LL,1160,0,HC
12,WL,3100,1,LC
12,WL,883,1,LC
12,WW,893,1,HC
12,WL,2030,1,LC
12,WW,1050,1,HC
12,WL,2040,1,LC
12,LL,2680,1,HC
12,WW,1430,1,HC
12,LL,1780,1,HC
12,WL,1090,1,LC
12,WW,700,1,HC
12,LL,1450,1,HC
12,WL,1490,1,LC
12,WL,896,1,LC
12,LL,2420,0,HC
12,WL,1030,1,LC
12,WL,918,1,LC
12,WW,771,0,HC
12,WL,787,0,LC
12,WW,855,0,HC
12,WL,953,1,LC
12,LL,1430,0,HC
12,WL,961,1,LC
12,WL,1050,1,LC
12,WW,1070,0,HC
12,WL,888,1,LC
12,WL,886,1,LC
12,WW,552,1,HC
12,WW,1550,0,HC
12,WL,1140,1,LC
12,WL,831,0,LC
12,LL,1900,1,HC
12,WL,843,1,LC
12,LL,1660,1,HC
12,WL,988,1,LC
12,WW,565,0,HC
12,LL,1120,1,HC
12,WW,1490,1,HC
12,WL,662,1,LC
12,WL,733,1,LC
12,WL,786,1,LC
12,WW,996,1,HC
12,LL,2250,1,HC
12,WL,1280,1,LC
12,WL,1310,1,LC
12,WW,785,1,HC
12,WL,2220,1,LC
12,WW,889,1,HC
12,WL,1830,1,LC
12,LL,1310,1,HC
12,WL,640,1,LC
12,WL,1280,1,LC
12,WW,596,1,HC
12,LL,1480,0,HC
12,WL,823,1,LC
12,LL,1120,1,HC
12,WL,1410,1,LC
12,WW,540,1,HC
12,WL,615,1,LC
12,LL,1240,1,HC
12,WL,683,1,LC
12,WW,937,0,HC
12,LL,2070,0,HC
12,WL,1160,0,LC
12,WW,1080,0,HC
12,WL,621,1,LC
12,WW,1220,0,HC
12,WL,747,1,LC
12,WL,1100,1,LC
12,LL,2200,1,HC
12,LL,850,1,HC
12,WL,1140,0,LC
12,WW,812,1,HC
12,WL,488,1,LC
12,WW,1720,0,HC
12,WL,1280,0,LC
12,WL,1490,1,LC
12,LL,1020,0,HC
12,WL,785,1,LC
12,WL,1220,1,LC
12,WW,695,1,HC
12,LL,767,1,HC
12,WL,1100,1,LC
12,WW,727,1,HC
12,WL,1450,1,LC
12,LL,1240,1,HC
12,WL,1380,1,LC
12,WW,648,1,HC
12,WL,520,1,LC
12,LL,1190,1,HC
12,WL,1000,1,LC
12,WW,672,1,HC
12,WL,507,1,LC
12,WL,1190,1,LC
12,WW,624,0,HC
12,LL,1240,1,HC
12,WL,755,1,LC
12,WL,744,1,LC
12,WL,1070,1,LC
12,LL,777,1,HC
12,WW,888,1,HC
12,WL,918,1,LC
12,WW,749,1,HC
12,WL,528,1,LC
12,LL,874,1,HC
12,WL,1310,1,LC
12,WL,817,1,LC
12,WW,739,1,HC
12,LL,1700,1,HC
12,WL,1030,1,LC
12,WW,506,1,HC
12,WL,485,1,LC
12,WL,916,1,LC
12,WL,936,1,LC
12,LL,1190,1,HC
12,WW,794,1,HC
12,WW,660,1,HC
12,WL,680,1,LC
12,LL,1530,1,HC
12,WL,960,0,LC
12,WW,1550,0,HC
12,WL,1180,0,LC
12,LL,1300,1,HC
12,WL,836,1,LC
12,WL,1170,0,LC
12,WW,868,0,HC
12,WL,698,1,LC
12,WL,674,1,LC
12,WW,661,0,HC
12,WL,1290,0,LC
12,LL,820,1,HC
12,WL,1150,0,LC
12,WW,1140,0,HC
12,WL,619,1,LC
12,WW,1050,0,HC
12,WL,1470,1,LC
12,LL,1950,1,HC
12,WL,654,1,LC
12,LL,982,0,HC
12,WL,691,1,LC
12,WL,777,1,LC
12,WW,763,0,HC
12,WW,1130,1,HC
12,WL,911,1,LC
12,LL,508,0,HC
12,WL,735,1,LC
12,LL,1490,1,HC
12,WW,652,0,HC
12,WL,2050,1,LC
12,LL,1760,0,HC
12,WL,865,1,LC
12,WL,1350,1,LC
12,LL,1060,0,HC
12,WL,2310,1,LC
12,WL,1000,1,LC
12,WL,1200,1,LC
12,WW,1370,0,HC
12,LL,1650,1,HC
12,WL,967,1,LC
12,LL,1050,0,HC
12,WW,684,0,HC
12,WL,646,1,LC
13,WW,1500,1,HC
13,WL,929,1,LC
13,WL,1880,1,LC
13,LL,1180,0,HC
13,WL,1810,1,LC
13,WL,1920,0,LC
13,WW,1550,0,HC
13,LL,1580,0,HC
13,LL,946,0,HC
13,WW,1650,0,HC
13,WL,2300,1,LC
13,WL,1300,1,LC
13,WL,1740,0,LC
13,WL,1800,1,LC
13,LL,897,1,HC
13,LL,2180,1,HC
13,WL,971,0,LC
13,WW,2760,0,HC
13,WL,1230,1,LC
13,WW,2100,0,HC
13,WL,1270,0,LC
13,WL,1210,1,LC
13,LL,1470,1,HC
13,WL,2800,0,LC
13,WW,1420,0,HC
13,LL,901,1,HC
13,WL,1420,1,LC
13,LL,1310,1,HC
13,WL,776,0,LC
13,WL,2420,0,LC
13,WW,2320,0,HC
13,WL,2880,0,LC
13,WW,2680,1,HC
13,LL,1780,0,HC
13,LL,662,0,HC
13,WW,1300,1,HC
13,WL,1400,1,LC
13,WL,995,0,LC
13,WL,1580,1,LC
13,WW,1690,1,HC
13,LL,1950,1,HC
13,WL,1330,0,LC
13,WL,2310,1,LC
13,WW,2550,1,HC
13,LL,2290,1,HC
13,WL,1290,1,LC
13,WL,1750,1,LC
13,WW,1610,1,HC
13,LL,1530,1,HC
13,WL,753,0,LC
13,LL,738,1,HC
13,WL,3480,1,LC
13,WW,1060,0,HC
13,WL,1560,1,LC
13,WL,2460,1,LC
13,LL,1020,1,HC
13,WW,1150,1,HC
13,WW,820,1,HC
13,LL,1080,1,HC
13,WL,1070,1,LC
13,WL,734,1,LC
13,WL,1200,1,LC
13,WL,1320,1,LC
13,WW,716,0,HC
13,LL,2500,0,HC
13,WL,2210,1,LC
13,WL,1260,1,LC
13,WW,1370,1,HC
13,LL,3990,1,HC
13,WL,2500,1,LC
13,WW,1470,1,HC
13,WL,1230,1,LC
13,WL,2530,0,LC
13,WW,1140,1,HC
13,WL,806,1,LC
13,LL,3270,1,HC
13,WL,2830,1,LC
13,WW,1070,1,HC
13,LL,1190,0,HC
13,WL,1620,1,LC
13,LL,1630,0,HC
13,WW,1000,1,HC
13,WL,1540,0,LC
13,LL,1730,0,HC
13,WW,2310,1,HC
13,WL,1350,0,LC
13,WL,861,1,LC
13,WL,1640,1,LC
13,WL,1020,0,LC
13,LL,956,0,HC
13,WW,962,1,HC
13,LL,2270,0,HC
13,WL,1270,0,LC
13,WW,1720,1,HC
13,WL,1210,1,LC
13,WL,3400,0,LC
13,WW,3750,1,HC
13,LL,3300,0,HC
13,WW,2340,1,HC
13,LL,1270,0,HC
13,WL,1030,0,LC
13,WL,1380,1,LC
13,WW,3090,1,HC
13,LL,1640,0,HC
13,WL,888,0,LC
13,WL,960,1,LC
13,WL,1730,0,LC
13,LL,898,0,HC
13,WW,1950,1,HC
13,WL,3630,0,LC
13,LL,1060,0,HC
13,WW,1660,1,HC
13,WL,2370,0,LC
13,WL,2840,1,LC
13,LL,1270,1,HC
13,WW,2400,1,HC
13,WW,1560,1,HC
13,WL,1880,0,LC
13,WL,1110,0,LC
13,LL,1400,1,HC
13,WL,1240,1,LC
13,WL,1730,1,LC
13,LL,2370,0,HC
13,WW,2260,1,HC
13,WW,1040,1,HC
13,LL,2200,0,HC
13,WL,2380,0,LC
13,WL,1720,1,LC
13,WW,1430,0,HC
13,LL,2720,0,HC
13,WL,2960,0,LC
13,WL,1300,1,LC
13,LL,1400,1,HC
13,WW,2800,0,HC
13,WL,959,1,LC
13,WL,1710,0,LC
13,WL,1970,0,LC
13,WW,1160,1,HC
13,LL,1100,0,HC
13,WW,3050,1,HC
13,LL,1560,1,HC
13,WL,3110,1,LC
13,WL,1540,0,LC
13,WL,1520,1,LC
13,LL,941,1,HC
13,WL,939,0,LC
13,WW,1630,0,HC
13,WL,2130,1,LC
13,LL,1740,1,HC
13,WW,3890,1,HC
13,WL,2790,0,LC
13,WW,3310,0,HC
13,LL,3830,0,HC
13,WL,2060,1,LC
13,WW,885,0,HC
13,WL,1870,1,LC
13,WL,1640,1,LC
13,LL,2760,0,HC
13,WL,864,1,LC
13,LL,3770,1,HC
13,WL,1890,1,LC
13,WW,1480,0,HC
13,LL,2300,0,HC
13,WL,4450,1,LC
13,WL,4590,1,LC
13,WW,4530,0,HC
13,WL,2380,0,LC
13,WW,4400,0,HC
13,WL,2000,1,LC
13,WL,1430,1,LC
13,WL,2090,0,LC
13,LL,1620,1,HC
13,WW,2360,1,HC
13,WL,1660,1,LC
13,WW,1960,0,HC
13,LL,4390,1,HC
13,WL,2830,0,LC
13,WL,2050,1,LC
13,WL,3040,1,LC
13,WW,2290,1,HC
13,LL,4310,1,HC
13,LL,2010,1,HC
13,WW,2290,0,HC
13,WL,1750,1,LC
13,WL,1030,1,LC
13,WW,1710,0,HC
13,LL,3960,0,HC
13,WL,1220,0,LC
13,WL,1200,1,LC
13,LL,1140,0,HC
13,WL,1150,1,LC
13,WL,1050,1,LC
13,WW,1070,1,HC
13,LL,2000,0,HC
13,WL,1900,1,LC
13,WL,1260,1,LC
13,WW,696,1,HC
13,WL,2570,1,LC
13,WL,4150,1,LC
13,WW,2240,1,HC
13,WW,2210,1,HC
13,WL,1450,1,LC
13,LL,1720,1,HC
13,WL,2470,1,LC
13,WL,893,1,LC
13,LL,1330,1,HC
13,WW,869,1,HC
13,WL,863,1,LC
13,WL,1040,1,LC
13,WW,851,1,HC
13,WL,934,1,LC
13,LL,729,1,HC
13,WL,3760,1,LC
13,LL,4480,1,HC
13,WW,3370,0,HC
13,WL,2470,1,LC
13,LL,3190,1,HC
13,WL,1130,0,LC
13,WL,1820,1,LC
13,WW,1200,0,HC
13,WL,1780,1,LC
13,LL,3210,0,HC
13,WL,4170,0,LC
13,WW,1480,0,HC
13,WL,1670,0,LC
13,WL,1270,1,LC
13,WW,1110,0,HC
13,WW,971,0,HC
13,WL,913,1,LC
13,WL,2210,0,LC
13,LL,759,1,HC
13,WL,866,1,LC
13,WW,1000,0,HC
13,WL,1280,0,LC
13,LL,802,1,HC
13,LL,984,1,HC
13,WW,806,0,HC
13,WL,818,0,LC
13,WL,599,1,LC
13,WL,971,0,LC
13,WW,707,0,HC
13,WL,715,1,LC
13,LL,1130,1,HC
13,WW,3740,0,HC
13,WL,1890,1,LC
13,WL,1330,1,LC
13,LL,1830,1,HC
13,WL,2690,1,LC
13,WW,1790,0,HC
13,LL,3610,0,HC
13,WL,2290,1,LC
13,WW,2760,0,HC
13,LL,2130,0,HC
13,WL,3250,1,LC
13,WL,1420,1,LC
13,LL,2170,0,HC
13,WW,4840,1,HC
13,WL,2230,1,LC
13,WL,1110,1,LC
13,WW,791,1,HC
13,WL,803,1,LC
13,LL,1220,0,HC
13,WL,1970,1,LC
13,WW,1720,1,HC
13,LL,1880,0,HC
13,WL,1660,1,LC
13,WL,1890,1,LC
13,WL,1590,1,LC
13,WW,1460,0,HC
13,LL,1450,0,HC
13,WL,711,1,LC
13,WL,784,1,LC
13,LL,2350,0,HC
13,WW,1250,1,HC
